mensagem;label
Lembre-se: o uso exagerado da língua pode atrofiar o cérebro.;0
Quando a coragem deixa a inteligência de lado, o fracasso sorri.;0
Saber lidar com a derrota não é ser fraco, é ser humilde.;0
Lembre-se: De tropeços, vitórias e quedas é que se constrói a experiência.;0
Se a aparência explicasse a essência, o sabor seria desnecessário.;0
Só desiste da luta quem desconhece o sabor da vitória!;0
Confiança: anos para ganhar e segundos para perder.;0
Preserve. Pessoas boas estão sendo extintas.;0
Durma com ideias, acorde com atitudes.;0
Um humano sem opinião é um humano inexistente.;0
Faça o que puder, com o que tiver, onde estiver.;0
A infelicidade tem isto de bom: faz-nos conhecer os verdadeiros amigos.;0
Palavras bonitas se tornam feias na boca de pessoas mentirosas.;0
Não julgue as minhas escolhas, pois não conhece os meus motivos.;0
Felicidade é saber aproveitar todos os momentos como se fossem os últimos.;0
Só é preciso uma pessoa para fazê-lo feliz e mudar sua vida: VOCÊ.;0
Sua vida só vai melhorar quando você tomar pequenas atitudes, e a primeira e mais difícil atitude que você pode tomar é ser honesto consigo mesmo.;0
Pare de focar no quanto você está estressado e se lembre de como é abençoado. Poderia ser bem pior.;0
Não é o que acontece com você, mas como você reage ao que acontece com você. Conte suas bençãos enquanto os outros continuam a aumentar seus próprios problemas.;0
Procure por algo positivo neste momento. Mesmo que você tenha que procurar um pouco mais que o comum, ele existe.;0
Quando você sorri para a vida que vive, você acaba vivendo uma vida pela qual vale a pena sorrir.;0
Lembre-se, a comparação social é uma ladra de felicidade. Você poderia passar a vida toda se preocupando com o que os outros têm, mas isso não o levaria a lugar algum.;0
A felicidade chega com mais facilidade quando você se sente bem sem sentir que precisa da aprovação de outra pessoa.;0
Seja gentil com as pessoas do seu caminho porque você poderá encontra-los novamente no seu caminho para baixo.;0
Seja um exemplo. Trate a todos com bondade e respeito, mesmo àqueles que são mal educados com você – não porque eles são legais, mas porque você é.;0
Bondade não deve ser confundida com fraqueza, nem o perdão por aceitação. É preciso compreender que todo tipo de ressentimento não está no caminho da felicidade.;0
Dê o máximo que puder, mas não se deixe ser usado. Ouça atentamente aos outros, mas não perca sua própria voz.;0
Diga o que precisa dizer. Fale a sua verdade. Não há tristeza maior que segurar as palavras que você nunca teve coragem de pronunciar.;0
Você não pode mudar o modo como as pessoas o tratam ou o que falam sobre você. Tudo o que pode fazer é mudar como você reage e quem você escolhe estar próximo.;0
Companhia negativa nunca te dará uma vida positiva. Analise o que você consegue tolerar em longo prazo.;0
O que você permite é o que permanecerá. É sempre melhor passar mais tempo sozinho do que permitir que pessoas positivas e suas opiniões o desviem de seu destino.;0
Quando outras pessoas o tratarem mal, saia de perto, sorria e continue a ser VOCÊ. Nunca deixe que a amargura dos outros mude quem você é.;0
Seu valor não diminui baseado na incapacidade de alguém de percebê-lo. O problema é deles, não seu.;0
Uma das coisas mais libertadoras que aprendemos na vida é que não precisamos gostar de todo mundo, e todo mundo não tem que gostar de nós, e tudo bem.;0
Quando alguém diz: “você mudou”, não encare isso como uma coisa má. Às vezes, isso apenas significa que você deixou de viver sua vida do jeito que eles gostariam.;0
Nunca se envergonhe de como se sente. Você tem o direito de sentir qualquer emoção que chegar até você, e de seguir o caminho que o faz feliz.;0
As pessoas mais infelizes nesse mundo são as pessoas que se preocupam demais com que os outros pensam.;0
Você não pode basear uma ideia de sucesso e felicidade nas opiniões e expectativas de outras pessoas.;0
Felicidade e sucesso é viver sua vida do seu jeito. Ser você mesmo. Ninguém poderá dizer que você está errado.;0
É sempre melhor estar no final de uma escada que você quer subir, do que estar no topo de uma que você não queria.;0
Trabalhe para criar uma vida que faça sentido para VOCÊ, não uma que faça sentido para todas as outras pessoas.;0
Nenhuma quantidade de dinheiro o fará feliz se você não estiver feliz consigo mesmo.;0
Talvez o que você mais tenha medo de fazer é exatamente o que deve ser feito. Às vezes, o sentido da vida é arriscar tudo por um sonho que só você consegue ver.;0
Nem sempre dá para esperar pelo momento perfeito. Às vezes é preciso aceitar o desafio quando ele aparece, porque a vida é muito curta para arrependimentos e pensamentos sobre como teria sido.;0
O jeito mais confiável de prever o futuro é criá-lo. Participe da vida em vez de vê-la passar por você.;0
Nada é mais divertido do que fazer o que as pessoas dizem que você não consegue fazer.;0
Quase tudo é possível se você tem tempo e coragem suficientes.;0
"Grandes desafios tornam a vida interessante; vencê-los dá mais significado à vida. É como você lida com o fracasso que determina sua felicidade e o seu sucesso.";0
Permita que seus erros sejam a sua motivação, não a sua desculpa. Decida agora mesmo que as experiências negativas de seu passado não preverão seu futuro.;0
O que está vindo é melhor do que já foi. Não desista da esperança. As coisas boas geralmente acontecem quando você menos espera.;0
Se você der um passo, e outro, você se surpreenderá em saber o quão longe você pode ir do ponto que achava ser o final.;0
Nada é mais bonito e poderoso que um sorriso que lutou entre lágrimas.;0
Qualquer tolo pode ficar feliz quando a situação é boa. É preciso uma alma forte com um coração verdadeiro para desenvolver sorrisos de situações que nos fazem chorar.;0
Não importa o quanto demorar, vai melhorar. Situações difíceis constroem pessoas fortes no final.;0
Conforme envelhecemos e ficamos mais sábios, começamos a perceber o que precisamos e o que é preciso deixar para trás. Às vezes, se afastar é andar para frente.;0
No final do dia, ou você foca no que está te destruindo ou no que está te mantendo forte.;0
Um dos momentos mais recompensadores na vida é quando você finalmente encontra coragem de deixar o que não pode mudar.;0
O que quer que você faça não se prenda naquilo que estragou o seu dia. Sorria e seja grato. A vida é muito curta para gastar com negatividade.;0
Quanto menos expectativas você tem, mais prazerosa fica a vida.;0
A paciência pode ser amarga, mas as sementes que você está plantando agora darão frutos doces.;0
Viva de forma simples. Ame com generosidade. Fale verdadeiramente. Respire fundo. Faça o seu melhor. Deixe o resto para as forças acima de você.;0
Não se prenda muito em criar uma vida perfeita que você se esquecerá de viver.;0
O truque é desfrutar de sua vida hoje. Não a desperdice esperando dias melhores a frente.;0
Atente-se às pequenas coisas, porque quando você se sentir falta “daquele tempo”, é das coisas pequenas que você sentirá mais falta, como rir na companhia de alguém especial.;0
Faça longas caminhadas. Entre em ótimas conversas. Preste atenção ao momento. Conte suas bênçãos. Pare tudo por um instante, viva e respire.;0
“A vida é sobre criar impacto, não uma renda” –;0
“Seja o que a sua mente pode conceber e acreditar, ela pode conseguir” – ;0
“Esforce-se para não ser um sucesso, mas sim para ser valioso” – ;0
“Duas estradas divergiam em uma bifurcação, e eu peguei a menos percorrida. E isso fez toda a diferença” – ;0
“Eu atribuo o meu sucesso a isso: eu nunca dei ou tomei qualquer desculpa” – ;0
“Você perde 100% dos tiros que não dá”- ;0
“Eu perdi mais de 9 mil tiros livres em minha carreira. Eu perdi quase 300 jogos. Em 26 vezes e tive a bola do jogo e perdi. Eu falhei uma e outra vez em minha vida. E é por isso que eu consegui” – ;0
“A coisa mais difícil é a decisão de agir, o resto é apenas tenacidade” – ;0
“Todo strike me aproxima do próximo home run” – ;0
“Definir um objetivo é o ponto de partida de toda a realização” – ;0
“A vida não é sobre ter, e sobre dar e ser” –;0
“A vida é o que acontece com você enquanto você está ocupado fazendo planos” – ;0
“Nós nos tornamos aquilo que pensamos” – ;0
“Daqui a 20 anos você estará mais decepcionado pelas coisas que você não fez, do que pelas que fez. Então, jogue fora suas amarras, navegue para longe do porto seguro, pegue os ventos em suas velas. Explore, sonha, descubra” – ;0
“A vida é 10% do que acontece comigo e 90% de como eu reajo a isso” – ;0
“A forma mais comum com que as pessoas exercem o seu poder é pensar que eles não têm poder” – ;0
“A mente é tudo. Você se torna aquilo que você pensa” – ;0
“A melhor época para plantar uma árvore foi há 20 anos. A segunda melhor é agora” – ;0
“Uma vida não examinada, não vale a pena ser vivida” – ;0
“80% do sucesso aparece” –;0
“Seu tempo é limitado, então não o gaste vivendo a vida de outra pessoa”—;0
“Ganhar não é tudo, mas querer ganhar é” – ;0
“Eu não sou um produto de minhas circunstâncias. Eu sou um produto de minhas decisões” – .;0
“Cada criança é um artista. O problema é permanecer um artista depois que crescemos” – ;0
“Você nunca pode atravessar o oceano até que você tenha coragem de perder de vista a costa” – ;0
“Eu aprendi que as pessoas vão esquecer o que você disse, as pessoas vão esquecer o que você fez, mas as pessoas nunca esquecerão como você as fez sentir” – ;0
“Ou você corre do dia, ou durante o dia você corre” – ;0
“Se você pensa que pode, ou que não pode, você está certo” – ;0
“Os dias mais importantes na sua vida são o dia em que você nasce, e o dia em que você descobre o porquê” – ;0
“Tudo que você pode fazer, ou sonha que pode, comece. Ousadia tem genialidade, poder e magia” –;0
“A melhor vingança é o sucesso maciço” – ;0
“As pessoas costumam dizer que a motivação não dura. Bem, nem o banho. É por isso que recomendamos isso diariamente” – ;0
“A vida encolhe ou expande em proporção com a sua coragem” – ;0
“Se você ouve uma voz dentro de você dizendo ‘você não pode pintar’, então pinte e essa voz será silenciada” – ;0
“Há apenas uma maneira de evitar críticas: não faça nada, não diga nada, e não seja nada” – ;0
"“Peça, e lhes será dado; procure e encontrará; bata, e a porta será aberta para você” – ";0
“A única pessoa que você está destinado a se tornar é a pessoa que você decide ser” – ;0
“Vá na direção de seus sonhos. Viva a vida que você imaginou” – ;0
“Poucas coisas podem ajudar mais um indivíduo do que colocar a responsabilidade em cima dele, e deixa-lo saber que você confia nele” – ;0
“Determinadas coisas capturam o seu olho, mas leve a cabo apenas aquelas que capturam seu coração” – ;0
“Acredite que você pode e você vai chegar lá” – ;0
“Tudo o que você sempre quis está do outro ado do seu medo” – ;0
"“Nós podemos facilmente perdoar uma criança que tem medo do escuro; a tragédia real da vida é quando os homens têm medo da luz” – ";0
“Comece onde você está. Use o que você tem. Faça o que puder” – ;0
“Quando eu tinha 5 anos de idade, minha mãe me disse que a felicidade era a chave para a vida. Quando eu fui para a escola, eles me perguntaram o que eu queria ser quando crescesse. Eu escrevi ‘feliz’. Eles me disseram que eu não entendi a tarefa, e eu disse a eles que eles não entendiam a vida” – ;0
“Caia 7 vezes. Levante-se 8” – ;0
“Quando a porta da felicidade se fecha, outra se abre, mas muitas vezes olhamos tanto tempo para a porta fechada que não vemos que outra foi aberta para nós” – ;0
“Tudo tem beleza. Mas nem todos podem ver” – ;0
“Como é maravilhoso que ninguém precise esperar um momento antes de começar a melhorar o mundo” – ;0
“Quando eu deixar de ser o que sou, eu irei me tornar o que poderia ser” –;0
“A vida não é medida pelo número de respirações que damos, mas pelos momentos que nos tiram a respiração” – ;0
“A felicidade não é algo pronto. Ela vem de suas próprias ações” – ;0
"“Em primeiro lugar, tenha um ideal prático e definitivo; uma meta, um objetivo. Em segundo lugar, disponha dos meios necessários para atingir os seus fins; sabedoria, dinheiro, materiais e métodos. Em terceiro lugar, ajuste todos os seus meios para esse fim” ";0
“Se os ventos não vão servir, leve os remos” –;0
“Você não pode cair se não subir. Mas não há nenhuma alegria em viver toda a sua vida na terra” – ;0
“Devemos crer que somos dotados de alguma coisa, e que essa coisa, deve ser atingida a qualquer custo” – ;0
“Muitos de nós não estamos vivendo nossos sonhos porque estamos vivendo nossos medos”-;0
“Os desafios são o que tornam a vida interessante e superá-los é o que dá sentido à vida” – ;0
“Se você quiser se levantar, levante outra pessoa” –;0
"“Fiquei impressionado com a urgência de fazer. Saber não é suficiente; devemos aplicar. Estar disposto não é o suficiente; devemos fazer” – ";0
“Limitações vivem apenas em nossas mentes. Mas se usarmos nossa imaginação, nossas possibilidades tornam-se ilimitadas” ;0
O Ministério Público do Rio expediu recomendações ao Governo do Estado e à Prefeitura da Capital, nesta quinta-feira, para que adotem novas formas visando endurecer o isolamento social.;0
MP quer bloqueio total no Rio, o chamado lockdown, pelo prazo de 15 dias. A recomendação foi feita com base em estudos técnicos elaborados pela Fiocruz, UFRJ, UFF, da Sociedade de Infectologia do Rio, entrre outros.;0
O Ministério da Saúde registrou mais 749 mortes por coronavírus ao longo das últimas 24 horas. Com a nova atualização, o Brasil tem agora 13.149 vítimas pela Covid-19.;0
Unicef avisa que mais de um milhão de crianças podem morrer de FOME por conta da quarentena global.;0
Tá morrendo gente? Tá, lamento, lamento. Mas vai morrer muito, muito mais se a economia continuar sendo destroçada por essas medidas', diz Bolsonaro ao apelar por fim do isolamento social;0
Gente vamos combinar de todo mundo comemorar o aniversário da Maísa juntos? Cada um faz seu bolinho em casa, a gente sobe uma tag, manda foto, vai ser babado, devemos isso a ela, rainha icônica cuidou da nossa infância,;0
Espero vcs no meu aniver, vamos ajudar mt gente e de quebra curtir meus 18 juntos ;0
mn todo dia eu tô pensando no flavio migliaccio pprt aquela carta me deixou despedaçada de vdd;0
Fiquei pensando na carta do Flavio Migliaccio, em que fala que 85 anos parecem ter sido jogados fora. Um cara que fez tanta coisa com essa sensação, imagina eu que não construí merda nenhuma nessa vida!;0
Enquanto alguns escolhem as pessoas perfeitas, eu escolho as que me fazem bem.;0
Meu silêncio significa um milhão de pensamentos.;0
bebam água. amor não correspondido doí, mas pedra nos rins doí mais ainda.;0
Te desejo a sorte em encontrar alguém que seja como seu lar, e você possa se sentir confortável pra ser exatamente como é.;0
Você tocou meu coração de uma maneira que ninguém pode compreender.;0
Talvez eu não tenha muitos amigos, mas os que eu tenho são os melhores que alguém poderia ter!;0
Os melhores momentos acontecem naturalmente.;0
Amo gente carinhosa, me ganha fácil...;0
Lindo é poder olhar todos os dias para o céu e descobrir que em meio a tantos problemas, existe um Deus que nos permite sorrir.;0
Gente, que menina espetacular. Sensacional. Não temos um Ministro da Educação, temos um palhaço mau caráter olavista com QI de geladeira.;0
Hoje no brasil morreram centenas de pessoas cada uma delas era um amor de alguém;0
eu não aguento mais um ser humano querendo ter mais razão do que o outro.;0
Não consigo rir dos memes de saída de ministro. Desculpem. Já disse e repito, ante o desgoverno desses vermes: Era pra esse país estar pegando fogo. Hoje. Agora.;0
Fiquem em casa! Sejamos grandiosos como a vida exige, sobretudo agora! Beijos!;0
Pra finalizar, não me marquem em posts, daquele dantop de sombrancelha que esta derretendo na cadeira da presidência da grandiosa fundação palmares. Aquilo ali é só um engodo, pra vcs ficaram ocupados enquanto o resto do time deles rouba, mata e destrói o brasil.;0
Dois erros continuam a não conseguir construir um acerto, logo não mudaria nada. Um amigo africano fez uma analogia interessante certa vez. Se o seu vizinho for pedófilo, e o vizinho do outro lado passar a ser tb,o primeiro se torna inocente após inserção do segundo no crime?;0
Só o Bolsonaro pra fazer eu aprender escrever Impeachment msm viu;0
Eu até hoje não faço tatuagem na canela pq minha mãe diz que quando chega no céu um anjo tira com um caco de telha;0
Minha vizinha me gritou no muro eu pensei que era pra reclamar do volume da música mas era só a vizinha pedindo pra eu repetir Paulinha - Calcinha Preta q eu tava ouvindo;0
O animal mais estranho é o humano msm;0
Tem mtas coisas q eu conquistei na minha vida e carreira, mas a coisa q eu mais fico feliz quando leio ou escuto é “gosto de vc pq vc é de verdade” esse Oscar eu quero defender até morrer;0
Nunca pensei que eu sentiria falta de abraços coletivos;0
galerinha que consegue o auxílio emergencial sem precisar e além de tirar o auxílio de quem realmente precisa, posta comemorando, tenha vergonha na cara, o País deixa de crescer e evoluir por comportamentos egoístas e medíocres como o de vocês!;0
Primeira regra da saúde mental: Aprenda a distinguir quem merece uma EXPLICAÇÃO, quem merece apenas uma RESPOSTA, e quem não merece absolutamente NADA.;0
quem não busca conhecimento se torna dependente da sabedoria dos outros..;0
Seja gentil, porque todo mundo está enfrentando uma batalha..;0
preste atenção nas atitudes das pessoas, e você nunca mais será enganado pelo que elas dizem.;0
Meio dia e já fofoquei horrores c o menino que eu gosto;0
Vc nem me conhece direito?;0
Hoje é dia de produzir conteúdo pra live to muito animada;0
Salve bom dia;0
E tamo aqui vendo a live do Pedro Sampaio;0
Sexta q vem vou poder usar palavrões sempre que preciso ;0
Sdd de uma festinha ne minha filha....;0
To mt grata mesmo, vai ser o melhor presente de aniversário da minha vida.;0
Q dor de cabeça chataaaa;0
muito se fala da saudade de beber com as amigas mas eu com saudade mesmo é de ALMOÇAR com as amigas;0
Essa combinação tem gosto da minha infância;0
Sdd festa junina;0
N gente, n vou mudar o dia da minha live pq é meu aniversário ne eu sei q terão outras lives legais etc, mas eu nasci dia 22 e é isso;0
Vcs q lutem e valorizem a família de vcs pq ficam td me chamando de prima aqui né rs;0
